Order ID,Item,Quantity Ordered,Price Each,Order Date,Test Type
5025,Won Ton Soup,1,12,2020-01-07 11:28:00,B
5026,Pad Khing,4,15,2020-01-07 11:31:00,B
5027,Pad See Ew,1,13,2020-01-07 11:05:00,A
5028,Pad Ka Nar,1,15,2020-01-07 11:00:00,B
5029,Thai Streetfood Noodle,1,13,2020-01-07 11:00:00,A
5030,Samosa,1,10,2020-01-07 11:20:00,A
5031,Green Curry,3,14,2020-01-07 11:27:00,A
5032,Red Curry,1,14,2020-01-07 11:38:00,A
5033,Yellow Curry,1,14,2020-01-07 11:23:00,A
5034,Grilled Thai Steak,1,20,2020-01-07 11:04:00,A
5035,Pad Kee Mao,3,13,2020-01-07 11:22:00,B
5036,Pra Ram,2,15,2020-01-07 11:29:00,A
5037,Won Ton Soup,1,12,2020-01-07 11:51:00,A
5038,Tom Yum Gai,1,12,2020-01-07 11:27:00,A
5039,Shrimp Rolls,3,12,2020-01-07 11:06:00,A
5039,Pad Hi Ma Parn,3,15,2020-01-07 11:06:00,A
5040,Tom Yum Gai,1,12,2020-01-07 12:01:00,A
5041,Tom Kha Gai,1,13,2020-01-07 12:42:00,B
5042,Red Curry,2,14,2020-01-07 12:32:00,A
5043,Sticky Rice with Mango,1,6.5,2020-01-07 12:44:00,B
5043,Larb Gai,1,12,2020-01-07 12:44:00,B
5044,Sticky Rice with Mango,1,6.5,2020-01-07 12:26:00,B
5045,Pad See Ew,3,13,2020-01-07 12:58:00,A
5046,Sticky Rice with Mango,3,6.5,2020-01-07 12:48:00,B
5047,Green Curry,1,14,2020-01-07 12:04:00,A
5048,Thai Streetfood Noodle,1,13,2020-01-07 12:43:00,B
5049,Thai Fried Rice,1,13,2020-01-07 12:33:00,B
5050,Yum Woonsen,2,13,2020-01-07 12:04:00,B
5051,Sticky Rice with Mango,1,6.5,2020-01-07 12:20:00,A
5051,Green Mango Salad,1,15,2020-01-07 12:20:00,A
5052,Won Ton Soup,1,12,2020-01-07 12:24:00,B
5053,Tom Yum Gai,2,12,2020-01-07 12:37:00,B
5054,Basil Fried Rice,3,13,2020-01-07 12:40:00,B
5055,Red Curry,3,14,2020-01-07 12:18:00,A
5056,Pumpkin Curry,2,16,2020-01-07 12:53:00,B
5057,Pad Thai,1,13,2020-01-07 12:06:00,A
5058,Green Curry,1,14,2020-01-07 12:08:00,A
5059,Red Curry,4,14,2020-01-07 12:34:00,A
5060,Red Curry,1,14,2020-01-07 12:10:00,A
5061,Tom Yum Goong,2,16,2020-01-07 12:29:00,B
5062,Green Mango Salad,2,15,2020-01-07 12:04:00,B
5063,Pad Ma Keur,2,15,2020-01-07 12:52:00,B
5064,Green Curry,1,14,2020-01-07 12:12:00,B
5065,Sticky Rice with Mango,1,6.5,2020-01-07 12:20:00,A
5066,Yellow Curry,5,14,2020-01-07 12:06:00,A
5067,Yellow Curry,1,14,2020-01-07 12:14:00,B
5068,Pad Kee Mao,1,13,2020-01-07 12:42:00,B
5069,Sticky Rice with Mango,1,6.5,2020-01-07 12:50:00,A
5070,Thai Streetfood Noodle,4,13,2020-01-07 13:47:00,B
5071,Pad Ma Keur,1,15,2020-01-07 13:34:00,B
5072,Vegan Fresh Rolls,1,10,2020-01-07 13:25:00,A
5072,Pad Ka Nar,1,15,2020-01-07 13:25:00,A
5073,Bar-B-Q Chicken,1,20,2020-01-07 13:59:00,B
5074,Pumpkin Curry,2,16,2020-01-07 13:11:00,A
5075,Sticky Rice with Mango,2,6.5,2020-01-07 13:24:00,B
5075,Sticky Rice with Mango,2,6.5,2020-01-07 13:24:00,B
5076,Grilled Thai Steak,2,20,2020-01-07 13:18:00,B
5077,Pad Thai,1,13,2020-01-07 13:44:00,B
5078,Pad See Ew,1,13,2020-01-07 13:31:00,A
5079,Green Curry,3,14,2020-01-07 13:49:00,A
5080,Pad Char,3,15,2020-01-07 13:46:00,B
5081,MyThai Salad,1,13,2020-01-07 13:37:00,A
5082,Red Curry,3,14,2020-01-07 13:49:00,A
5083,Thai Fried Rice,2,13,2020-01-07 13:44:00,A
5084,Yum Nua,2,12,2020-01-07 13:47:00,B
5085,Larb Gai,1,12,2020-01-07 13:37:00,B
5086,Green Curry,1,14,2020-01-07 13:20:00,A
5087,Tom Yum Goong,2,16,2020-01-07 13:39:00,B
5088,Yellow Curry,2,14,2020-01-07 13:14:00,A
5089,Pad Thai,2,13,2020-01-07 13:17:00,B
5090,Yellow Curry,1,14,2020-01-07 13:00:00,B
5091,Som Tum,2,11,2020-01-07 13:51:00,A
5092,Sticky Rice with Mango,4,6.5,2020-01-07 13:34:00,B
5092,Sticky Rice with Mango,4,6.5,2020-01-07 13:34:00,B
5093,Nam Kao Tod,1,13,2020-01-07 13:37:00,B
5094,Sticky Rice with Mango,1,6.5,2020-01-07 13:46:00,A
5095,Pad Ma Keur,2,15,2020-01-07 13:41:00,A
5096,Won Ton Soup,1,12,2020-01-07 13:54:00,A
5097,Bar-B-Q Chicken,1,20,2020-01-07 14:25:00,A
5098,Sticky Rice with Mango,1,6.5,2020-01-07 14:28:00,A
5099,Pad Pak,6,15,2020-01-07 14:08:00,B
5100,Green Curry,2,14,2020-01-07 14:43:00,A
5101,Pad Ka Nar,5,15,2020-01-07 14:28:00,A
5102,Chicken Satay,2,11,2020-01-07 14:21:00,A
5103,Tom Yum Gai,1,12,2020-01-07 14:12:00,B
5104,Thai Fried Rice,1,13,2020-01-07 14:52:00,B
5105,Yellow Curry,1,14,2020-01-07 14:38:00,B
5106,Grilled Salmon,1,22,2020-01-07 14:30:00,B
5107,Shrimp Rolls,2,12,2020-01-07 14:51:00,B
5108,Thai Fried Rice,1,13,2020-01-07 14:10:00,B
5109,Sticky Rice with Mango,1,6.5,2020-01-07 14:04:00,B
5109,Thai Beef Noodle Soup,1,13,2020-01-07 14:04:00,B
5110,Won Ton Soup,1,12,2020-01-07 14:52:00,A
5111,Thai Fried Rice,1,13,2020-01-07 14:42:00,B
5112,Tom Kha Gai,1,13,2020-01-07 14:26:00,B
5113,Thai Streetfood Noodle,2,13,2020-01-07 14:12:00,B
5114,Larb Gai,1,12,2020-01-07 14:33:00,A
5115,Shrimp Rolls,1,12,2020-01-07 14:15:00,A
5116,Pad Thai,1,13,2020-01-07 14:41:00,B
5117,Yellow Curry,1,14,2020-01-07 14:05:00,A
5118,Yum Nua,3,12,2020-01-07 14:34:00,A
5119,Won Ton Soup,1,12,2020-01-07 14:35:00,A
5120,Larb Gai,1,12,2020-01-07 14:21:00,B
5121,Pad Kee Mao,2,13,2020-01-07 14:30:00,A
5122,Green Mango Salad,2,15,2020-01-07 14:33:00,A
5123,Green Curry,1,14,2020-01-07 17:50:00,A
5124,Tom Kha Gai,1,13,2020-01-07 17:21:00,B
5125,Green Curry,5,14,2020-01-07 17:28:00,B
5126,Pad See Ew,1,13,2020-01-07 17:20:00,A
5127,Sticky Rice with Mango,1,6.5,2020-01-07 17:31:00,A
5128,Pad Prig Khing,4,15,2020-01-07 17:55:00,B
5129,Egg Rolls,1,10,2020-01-07 17:53:00,A
5130,Pad Thai,2,13,2020-01-07 17:36:00,B
5131,Yellow Curry,1,14,2020-01-07 17:57:00,A
5132,Red Curry,1,14,2020-01-07 17:16:00,B
5133,Sticky Rice with Mango,1,6.5,2020-01-07 17:43:00,B
5134,Green Curry,1,14,2020-01-07 17:24:00,B
5135,Sticky Rice with Mango,1,6.5,2020-01-07 17:23:00,A
5135,MyThai Salad,1,13,2020-01-07 17:23:00,A
5136,Pad Khing,6,15,2020-01-07 17:56:00,A
5137,Won Ton Soup,1,12,2020-01-07 17:34:00,A
5138,Samosa,2,10,2020-01-07 17:30:00,B
5139,Thai Fried Rice,1,13,2020-01-07 17:23:00,B
5140,Thai Streetfood Noodle,1,13,2020-01-07 17:47:00,B
5141,Grilled Salmon,1,22,2020-01-07 17:06:00,A
5142,Bar-B-Q Chicken,1,20,2020-01-07 18:04:00,A
5143,Shrimp Rolls,1,12,2020-01-07 18:57:00,A
5143,Pad Thai,1,13,2020-01-07 18:57:00,A
5144,Sticky Rice with Mango,1,6.5,2020-01-07 18:57:00,B
5144,Thai Fried Rice,1,13,2020-01-07 18:57:00,B
5145,Thai Fried Rice,1,13,2020-01-07 18:12:00,A
5146,Bar-B-Q Chicken,2,20,2020-01-07 18:00:00,A
5147,Thai Beef Noodle Soup,2,13,2020-01-07 18:32:00,A
5148,Won Ton Soup,3,12,2020-01-07 18:16:00,B
5149,Sticky Rice with Mango,1,6.5,2020-01-07 18:12:00,A
5149,Green Curry,1,14,2020-01-07 18:12:00,A
5150,Sticky Rice with Mango,3,6.5,2020-01-07 18:25:00,A
5150,Won Ton Soup,3,12,2020-01-07 18:25:00,A
5151,Grilled Salmon,1,22,2020-01-07 18:50:00,A
5152,Pad Ka Nar,2,15,2020-01-07 18:46:00,A
5153,Green Curry,1,14,2020-01-07 18:12:00,A
5154,Pad Ka Nar,1,15,2020-01-07 18:23:00,A
5155,Pad See Ew,1,13,2020-01-07 18:23:00,B
5156,Pad See Ew,1,13,2020-01-07 18:21:00,B
5157,Sticky Rice with Mango,3,6.5,2020-01-07 18:57:00,A
5157,Shrimp Rolls,3,12,2020-01-07 18:57:00,A
5158,Sticky Rice with Mango,1,6.5,2020-01-07 18:32:00,B
5159,Thai Streetfood Noodle,1,13,2020-01-07 18:16:00,B
5160,Chicken Satay,2,11,2020-01-07 18:45:00,B
5161,Bar-B-Q Chicken,1,20,2020-01-07 18:39:00,B
5162,Pad See Ew,2,13,2020-01-07 18:59:00,A
5163,Thai Streetfood Noodle,2,13,2020-01-07 18:41:00,B
5164,Vegan Fresh Rolls,3,10,2020-01-07 18:31:00,B
5165,Yellow Curry,2,14,2020-01-07 18:11:00,B
5166,Thai Fried Rice,1,13,2020-01-07 19:45:00,A
5167,MyThai Salad,9,13,2020-01-07 19:26:00,A
5168,Green Mango Salad,5,15,2020-01-07 19:21:00,A
5169,Pad Thai,1,13,2020-01-07 19:52:00,B
5170,Yellow Curry,4,14,2020-01-07 19:21:00,B
5171,Green Curry,1,14,2020-01-07 19:58:00,B
5172,Won Ton Soup,1,12,2020-01-07 19:32:00,A
5173,Tom Kha Gai,1,13,2020-01-07 19:18:00,B
5174,Pad See Ew,3,13,2020-01-07 19:20:00,B
5175,Sticky Rice with Mango,2,6.5,2020-01-07 19:55:00,A
5175,Pad Kee Mao,2,13,2020-01-07 19:55:00,A
5176,Green Curry,1,14,2020-01-07 19:31:00,B
5177,Pra Ram,1,15,2020-01-07 19:51:00,A
5178,Yum Nua,1,12,2020-01-07 19:38:00,A
5179,Yellow Curry,3,14,2020-01-07 19:24:00,A
5180,Larb Gai,1,12,2020-01-07 19:28:00,B
5181,Thai Beef Noodle Soup,1,13,2020-01-07 19:08:00,A
5182,Tom Yum Gai,2,12,2020-01-07 19:49:00,B
5183,Chicken Satay,1,11,2020-01-07 19:23:00,A
5184,Red Curry,3,14,2020-01-07 19:47:00,A
5185,Thai Beef Noodle Soup,2,13,2020-01-07 19:27:00,B
5186,Bar-B-Q Chicken,2,20,2020-01-07 19:06:00,B
5187,Tom Yum Goong,1,16,2020-01-07 19:15:00,A
5188,Sticky Rice with Mango,1,6.5,2020-01-07 19:04:00,B
5189,Tom Yum Goong,1,16,2020-01-07 19:26:00,A
5190,Thai Fried Rice,1,13,2020-01-07 19:14:00,A
5191,Sticky Rice with Mango,1,6.5,2020-01-07 19:50:00,B
5192,Thai Fried Rice,3,13,2020-01-07 19:00:00,A
5193,Sticky Rice with Mango,1,6.5,2020-01-07 20:11:00,A
5193,Pra Ram,1,15,2020-01-07 20:11:00,A
5194,Tom Kha Gai,2,13,2020-01-07 20:20:00,A
5195,Vegan Fresh Rolls,1,10,2020-01-07 20:00:00,B
5196,Green Mango Salad,1,15,2020-01-07 20:28:00,A
5197,Thai Fried Rice,1,13,2020-01-07 20:33:00,B
5198,Basil Fried Rice,4,13,2020-01-07 20:55:00,B
5199,Thai Beef Noodle Soup,2,13,2020-01-07 20:00:00,B
5200,Thai Streetfood Noodle,1,13,2020-01-07 20:51:00,A
5201,Red Curry,1,14,2020-01-07 20:59:00,B
5202,Sticky Rice with Mango,1,6.5,2020-01-07 20:24:00,B
5202,Pad Thai,1,13,2020-01-07 20:24:00,B
5203,Thai Beef Noodle Soup,2,13,2020-01-07 20:45:00,B
5204,Sticky Rice with Mango,1,6.5,2020-01-07 20:59:00,B
5205,Pumpkin Curry,3,16,2020-01-07 20:15:00,A
5206,Thai Fried Rice,1,13,2020-01-07 20:58:00,A
5207,Pad Prig Khing,3,15,2020-01-07 20:02:00,A
5208,Grilled Salmon,1,22,2020-01-07 20:28:00,A
5209,Vegan Fresh Rolls,1,10,2020-01-07 20:56:00,B
5209,Green Curry,1,14,2020-01-07 20:56:00,B
5210,Bar-B-Q Chicken,1,20,2020-01-07 20:44:00,B
5211,Green Curry,1,14,2020-01-07 20:17:00,B
5212,Pad Hi Ma Parn,1,15,2020-01-07 20:02:00,B
5213,Green Curry,1,14,2020-01-08 11:20:00,A
5214,Basil Fried Rice,1,13,2020-01-08 11:43:00,A
5215,Grilled Salmon,1,22,2020-01-08 11:34:00,B
5216,Sticky Rice with Mango,2,6.5,2020-01-08 11:47:00,B
5216,Basil Fried Rice,2,13,2020-01-08 11:47:00,B
5217,Pad Khing,1,15,2020-01-08 11:55:00,B
5218,Red Curry,1,14,2020-01-08 11:36:00,B
5219,Thai Fried Rice,3,13,2020-01-08 11:24:00,B
5220,Sticky Rice with Mango,2,6.5,2020-01-08 11:57:00,B
5221,Green Mango Salad,1,15,2020-01-08 11:56:00,B
5222,Vegan Fresh Rolls,1,10,2020-01-08 11:37:00,B
5223,Yum Nua,2,12,2020-01-08 11:32:00,B
5224,Tom Kha Gai,1,13,2020-01-08 12:49:00,B
5225,Grilled Thai Steak,1,20,2020-01-08 12:23:00,B
5226,Thai Beef Noodle Soup,1,13,2020-01-08 12:35:00,B
5227,Chicken Satay,1,11,2020-01-08 12:08:00,A
5228,Grilled Salmon,3,22,2020-01-08 12:07:00,A
5229,Tom Kha Gai,1,13,2020-01-08 12:35:00,B
5230,Tom Yum Goong,1,16,2020-01-08 12:48:00,A
5231,Won Ton Soup,1,12,2020-01-08 12:51:00,B
5232,Sticky Rice with Mango,1,6.5,2020-01-08 12:56:00,A
5233,Larb Gai,1,12,2020-01-08 12:47:00,B
5234,Red Curry,3,14,2020-01-08 12:12:00,A
5235,Pad Ka Nar,1,15,2020-01-08 12:04:00,B
5236,Grilled Salmon,1,22,2020-01-08 12:52:00,B
5237,Won Ton Soup,1,12,2020-01-08 12:05:00,A
5238,Sticky Rice with Mango,1,6.5,2020-01-08 12:54:00,B
5239,Pad Ka Nar,2,15,2020-01-08 12:12:00,B
5240,Pumpkin Curry,2,16,2020-01-08 12:22:00,A
5241,Larb Gai,1,12,2020-01-08 12:09:00,B
5242,Pumpkin Curry,1,16,2020-01-08 12:36:00,B
5243,Basil Fried Rice,1,13,2020-01-08 12:06:00,A
5244,Tom Yum Goong,1,16,2020-01-08 13:07:00,B
5245,Sticky Rice with Mango,4,6.5,2020-01-08 13:43:00,A
5245,Sticky Rice with Mango,4,6.5,2020-01-08 13:43:00,A
5246,Won Ton Soup,1,12,2020-01-08 13:46:00,B
5247,Pad See Ew,1,13,2020-01-08 13:05:00,B
5248,Bar-B-Q Chicken,1,20,2020-01-08 13:38:00,A
5249,Thai Fried Rice,1,13,2020-01-08 13:45:00,A
5250,Tom Yum Goong,1,16,2020-01-08 13:05:00,B
5251,Larb Gai,1,12,2020-01-08 13:33:00,B
5252,Vegan Fresh Rolls,1,10,2020-01-08 13:32:00,A
5252,Sticky Rice with Mango,1,6.5,2020-01-08 13:32:00,A
5253,Sticky Rice with Mango,1,6.5,2020-01-08 13:11:00,A
5253,Pad Thai,1,13,2020-01-08 13:11:00,A
5254,Thai Beef Noodle Soup,1,13,2020-01-08 13:53:00,A
5255,Pad Thai,1,13,2020-01-08 13:08:00,A
5256,Pad Ma Keur,1,15,2020-01-08 13:59:00,A
5257,Green Mango Salad,1,15,2020-01-08 13:45:00,B
5258,Bar-B-Q Chicken,3,20,2020-01-08 13:02:00,A
5259,Larb Gai,2,12,2020-01-08 13:39:00,B
5260,Pra Ram,2,15,2020-01-08 13:27:00,B
5261,Basil Fried Rice,1,13,2020-01-08 13:10:00,A
5262,Pad Kee Mao,3,13,2020-01-08 13:33:00,B
5263,Tom Yum Goong,1,16,2020-01-08 13:09:00,A
5264,Yellow Curry,1,14,2020-01-08 13:23:00,B
5265,Red Curry,1,14,2020-01-08 13:45:00,B
5266,Grilled Salmon,1,22,2020-01-08 13:01:00,B
5267,Thai Beef Noodle Soup,1,13,2020-01-08 13:30:00,A
5268,Larb Gai,1,12,2020-01-08 13:17:00,A
5269,Sticky Rice with Mango,2,6.5,2020-01-08 14:38:00,B
5269,Pumpkin Curry,2,16,2020-01-08 14:38:00,B
5270,Green Curry,1,14,2020-01-08 14:30:00,B
5271,MyThai Salad,3,13,2020-01-08 14:25:00,A
5272,Pad See Ew,1,13,2020-01-08 14:49:00,B
5273,Bar-B-Q Chicken,1,20,2020-01-08 14:19:00,A
5274,Pumpkin Curry,2,16,2020-01-08 14:37:00,A
5275,Sticky Rice with Mango,3,6.5,2020-01-08 14:49:00,B
5275,Sticky Rice with Mango,3,6.5,2020-01-08 14:49:00,B
5276,Thai Fried Rice,2,13,2020-01-08 14:28:00,B
5277,Vegan Fresh Rolls,2,10,2020-01-08 14:02:00,B
5277,Won Ton Soup,2,12,2020-01-08 14:02:00,B
5278,Grilled Thai Steak,2,20,2020-01-08 14:08:00,A
5279,Yellow Curry,1,14,2020-01-08 14:33:00,A
5280,Green Mango Salad,1,15,2020-01-08 14:50:00,A
5281,Yellow Curry,1,14,2020-01-08 14:34:00,B
5282,Sticky Rice with Mango,3,6.5,2020-01-08 14:15:00,B
5283,Pad Char,1,15,2020-01-08 14:18:00,A
5284,Thai Streetfood Noodle,1,13,2020-01-08 14:05:00,A
5285,Yum Woonsen,1,13,2020-01-08 14:52:00,B
5286,Thai Fried Rice,2,13,2020-01-08 14:02:00,A
5287,Won Ton Soup,1,12,2020-01-08 14:27:00,A
5288,Pad Ka Nar,1,15,2020-01-08 14:11:00,A
5289,Yellow Curry,1,14,2020-01-08 14:04:00,A
5290,Won Ton Soup,1,12,2020-01-08 14:14:00,A
5291,Yellow Curry,1,14,2020-01-08 14:03:00,A
5292,Green Curry,1,14,2020-01-08 14:45:00,A
5293,Thai Streetfood Noodle,3,13,2020-01-08 14:02:00,A
5294,Basil Fried Rice,1,13,2020-01-08 17:08:00,B
5295,Pad See Ew,1,13,2020-01-08 17:07:00,A
5296,Won Ton Soup,2,12,2020-01-08 17:51:00,B
5297,Thai Streetfood Noodle,1,13,2020-01-08 17:25:00,B
5298,Pad Khing,1,15,2020-01-08 17:40:00,B
5299,Pumpkin Curry,4,16,2020-01-08 17:43:00,B
5300,Basil Fried Rice,2,13,2020-01-08 17:23:00,B
5301,Bar-B-Q Chicken,1,20,2020-01-08 17:43:00,A
5302,Bar-B-Q Chicken,2,20,2020-01-08 17:28:00,B
5303,Green Mango Salad,1,15,2020-01-08 17:04:00,B
5304,Yellow Curry,1,14,2020-01-08 17:38:00,B
5305,Grilled Thai Steak,2,20,2020-01-08 17:14:00,A
5306,Green Curry,1,14,2020-01-08 17:28:00,A
5307,Larb Gai,1,12,2020-01-08 17:10:00,B
5308,Chicken Satay,1,11,2020-01-08 17:58:00,B
5309,Bar-B-Q Chicken,1,20,2020-01-08 17:42:00,B
5310,Pad Khing,1,15,2020-01-08 17:18:00,A
5311,Thai Streetfood Noodle,3,13,2020-01-08 17:40:00,B
5312,Red Curry,2,14,2020-01-08 17:56:00,A
5313,Green Curry,1,14,2020-01-08 17:37:00,B
5314,Tom Kha Gai,1,13,2020-01-08 17:27:00,B
5315,Tom Yum Gai,2,12,2020-01-08 17:52:00,A
5316,Tom Yum Gai,1,12,2020-01-08 17:17:00,A
5317,Grilled Thai Steak,4,20,2020-01-08 17:21:00,A
5318,Basil Fried Rice,1,13,2020-01-08 17:54:00,B
5319,Green Mango Salad,1,15,2020-01-08 17:05:00,B
5320,Thai Fried Rice,1,13,2020-01-08 17:08:00,A
5321,Pad Khing,1,15,2020-01-08 17:37:00,A
5322,Vegan Fresh Rolls,1,10,2020-01-08 18:54:00,A
5323,Pad See Ew,1,13,2020-01-08 18:30:00,A
5324,Vegan Fresh Rolls,1,10,2020-01-08 18:34:00,B
5325,Won Ton Soup,1,12,2020-01-08 18:07:00,B
5326,Pumpkin Curry,1,16,2020-01-08 18:31:00,A
5327,Pad Thai,1,13,2020-01-08 18:20:00,B
5328,Chicken Satay,1,11,2020-01-08 18:35:00,B
5329,Green Mango Salad,1,15,2020-01-08 18:38:00,B
5330,Shrimp Rolls,1,12,2020-01-08 18:32:00,B
5331,Pad Ka Nar,1,15,2020-01-08 18:30:00,A
5332,Pad Khing,3,15,2020-01-08 18:34:00,A
5333,Sticky Rice with Mango,2,6.5,2020-01-08 18:41:00,B
5333,Yellow Curry,2,14,2020-01-08 18:41:00,B
5334,Green Curry,1,14,2020-01-08 18:35:00,B
5335,Basil Fried Rice,1,13,2020-01-08 18:24:00,A
5336,Tom Kha Gai,1,13,2020-01-08 18:52:00,A
5337,Pra Ram,1,15,2020-01-08 18:02:00,A
5338,Som Tum,1,11,2020-01-08 18:59:00,B
5339,Pad Khing,1,15,2020-01-08 18:58:00,B
5340,Pad See Ew,1,13,2020-01-08 18:52:00,A
5341,Thai Fried Rice,1,13,2020-01-08 18:03:00,B
5342,Som Tum,1,11,2020-01-08 18:39:00,B
5343,Pad Hi Ma Parn,1,15,2020-01-08 18:29:00,A
5344,Tom Kha Gai,3,13,2020-01-08 18:24:00,B
5345,Sticky Rice with Mango,1,6.5,2020-01-08 18:13:00,A
5345,Bar-B-Q Chicken,1,20,2020-01-08 18:13:00,A
5346,Pad Thai,1,13,2020-01-08 18:57:00,A
5347,Basil Fried Rice,4,13,2020-01-08 18:21:00,A
5348,Som Tum,5,11,2020-01-08 18:02:00,B
5349,Samosa,2,10,2020-01-08 18:59:00,A
5349,Sticky Rice with Mango,1,6.5,2020-01-08 18:59:00,A
5350,Sticky Rice with Mango,1,6.5,2020-01-08 18:23:00,A
5350,Red Curry,1,14,2020-01-08 18:23:00,A
5351,Won Ton Soup,1,12,2020-01-08 18:41:00,A
5352,Green Curry,2,14,2020-01-08 18:33:00,A
5353,Pumpkin Curry,2,16,2020-01-08 18:26:00,B
5354,Sticky Rice with Mango,1,6.5,2020-01-08 19:18:00,A
5354,Won Ton Soup,1,12,2020-01-08 19:18:00,A
5355,Grilled Salmon,1,22,2020-01-08 19:02:00,B
5356,Yum Nua,1,12,2020-01-08 19:22:00,A
5357,Yellow Curry,1,14,2020-01-08 19:25:00,A
5358,Red Curry,2,14,2020-01-08 19:13:00,A
5359,Larb Gai,2,12,2020-01-08 19:25:00,B
5360,Pad Kee Mao,2,13,2020-01-08 19:59:00,A
5361,Green Curry,2,14,2020-01-08 19:16:00,A
5362,Thai Beef Noodle Soup,1,13,2020-01-08 19:14:00,A
5363,Pad Khing,1,15,2020-01-08 19:20:00,B
5364,Pumpkin Curry,1,16,2020-01-08 19:46:00,A
5365,MyThai Salad,1,13,2020-01-08 19:35:00,A
5366,Yellow Curry,1,14,2020-01-08 19:37:00,A
5367,Green Curry,1,14,2020-01-08 19:40:00,A
5368,Yellow Curry,1,14,2020-01-08 19:14:00,A
5369,Sticky Rice with Mango,1,6.5,2020-01-08 19:13:00,B
5369,Sticky Rice with Mango,1,6.5,2020-01-08 19:13:00,B
5370,Pad Ma Keur,1,15,2020-01-08 19:14:00,B
5371,Sticky Rice with Mango,2,6.5,2020-01-08 19:45:00,A
5372,Thai Fried Rice,1,13,2020-01-08 19:59:00,A
5373,Sticky Rice with Mango,1,6.5,2020-01-08 19:44:00,A
5374,Grilled Thai Steak,3,20,2020-01-08 19:52:00,A
5375,Pad Ka Nar,4,15,2020-01-08 19:52:00,A
5376,Pad Pak,1,15,2020-01-08 19:35:00,A
5377,Thai Streetfood Noodle,2,13,2020-01-08 19:09:00,B
5378,Pad Char,1,15,2020-01-08 20:46:00,B
5379,Sticky Rice with Mango,1,6.5,2020-01-08 20:42:00,A
5380,Green Curry,1,14,2020-01-08 20:12:00,A
5381,Tom Yum Gai,1,12,2020-01-08 20:09:00,A
5382,Tom Yum Gai,2,12,2020-01-08 20:15:00,B
5383,Won Ton Soup,1,12,2020-01-08 20:21:00,A
5384,Pad Hi Ma Parn,2,15,2020-01-08 20:42:00,B
5385,Sticky Rice with Mango,1,6.5,2020-01-08 20:30:00,B
5385,Pad Thai,1,13,2020-01-08 20:30:00,B
5386,Thai Beef Noodle Soup,1,13,2020-01-08 20:18:00,A
5387,Pad Thai,2,13,2020-01-08 20:00:00,B
5388,Pumpkin Curry,2,16,2020-01-08 20:41:00,A
5389,Green Curry,1,14,2020-01-08 20:05:00,B
5390,MyThai Salad,1,13,2020-01-08 20:53:00,A
5391,Yellow Curry,2,14,2020-01-08 20:23:00,A
5392,Pad Thai,2,13,2020-01-08 20:50:00,A
5393,Thai Beef Noodle Soup,7,13,2020-01-08 20:11:00,A
5394,Sticky Rice with Mango,1,6.5,2020-01-08 20:01:00,A
5395,Green Curry,1,14,2020-01-08 20:29:00,A
5396,Green Curry,1,14,2020-01-08 20:54:00,B
5397,Grilled Thai Steak,1,20,2020-01-08 20:05:00,A
5398,Sticky Rice with Mango,3,6.5,2020-01-08 20:48:00,A
5399,Grilled Salmon,2,22,2020-01-08 20:19:00,B
5400,Pad See Ew,1,13,2020-01-09 11:55:00,A
5401,Yellow Curry,2,14,2020-01-09 11:23:00,A
5402,Red Curry,1,14,2020-01-09 11:03:00,B
5403,Yellow Curry,1,14,2020-01-09 11:31:00,B
5404,Bar-B-Q Chicken,1,20,2020-01-09 11:17:00,B
5405,Sticky Rice with Mango,1,6.5,2020-01-09 11:14:00,A
5405,Tom Kha Gai,1,13,2020-01-09 11:14:00,A
5406,Tom Kha Gai,3,13,2020-01-09 11:01:00,B
5407,Won Ton Soup,1,12,2020-01-09 11:39:00,B
5408,Pumpkin Curry,1,16,2020-01-09 11:57:00,A
5409,Thai Beef Noodle Soup,5,13,2020-01-09 11:47:00,A
5410,Pad See Ew,1,13,2020-01-09 11:53:00,A
5411,Thai Beef Noodle Soup,2,13,2020-01-09 11:10:00,A
5412,Basil Fried Rice,3,13,2020-01-09 11:44:00,A
5413,Pad Kee Mao,1,13,2020-01-09 11:40:00,B
5414,Red Curry,1,14,2020-01-09 11:58:00,A
5415,Sticky Rice with Mango,2,6.5,2020-01-09 11:46:00,A
5415,Sticky Rice with Mango,2,6.5,2020-01-09 11:46:00,A
5416,Pad See Ew,2,13,2020-01-09 11:54:00,A
5417,Tom Yum Goong,1,16,2020-01-09 11:29:00,B
5418,Tom Yum Goong,3,16,2020-01-09 12:09:00,A
5419,Yellow Curry,1,14,2020-01-09 12:46:00,B
5420,Yellow Curry,1,14,2020-01-09 12:16:00,A
5421,Egg Rolls,1,10,2020-01-09 12:20:00,B
5422,Pad Kee Mao,4,13,2020-01-09 12:48:00,A
5423,Yum Woonsen,2,13,2020-01-09 12:35:00,A
5424,Tom Yum Gai,1,12,2020-01-09 12:06:00,A
5425,Pad Thai,1,13,2020-01-09 12:02:00,B
5426,Basil Fried Rice,1,13,2020-01-09 12:57:00,A
5427,Shrimp Rolls,1,12,2020-01-09 12:13:00,B
5427,Pad Ka Nar,1,15,2020-01-09 12:13:00,B
5428,Pumpkin Curry,2,16,2020-01-09 12:46:00,A
5429,Green Mango Salad,1,15,2020-01-09 12:49:00,B
5430,Thai Fried Rice,1,13,2020-01-09 12:48:00,A
